18,Ryan Arcidiacono,PG,26,CHI,43,0,10.1,1,2.6,0.396,0.5,1.5,0.333,0.5,1.1,0.479,0.491,0.3,0.5,0.65,0.1,1.3,1.5,1.3,0.2,0,0.2,1,2.8
19,Trevor Ariza,SF,35,MIA,30,27,28,3.3,8,0.411,1.7,4.8,0.35,1.6,3.3,0.5,0.515,1.1,1.5,0.773,0.9,3.9,4.8,1.8,1,0.6,0.7,1.8,9.4
20,D.J. Augustin,PG,33,TOT,56,11,19.8,2.3,5.9,0.392,1.4,3.7,0.382,0.9,2.2,0.408,0.511,1.4,1.6,0.9,0.3,1.3,1.6,3.3,0.5,0,1.1,1,7.5
20,D.J. Augustin,PG,33,MIL,37,6,19.3,1.9,5.2,0.37,1.3,3.5,0.38,0.6,1.7,0.349,0.497,1,1.1,0.9,0.3,1.1,1.4,3,0.5,0,0.9,0.9,6.1
20,D.J. Augustin,PG,33,HOU,19,5,20.7,3.1,7.4,0.421,1.6,4.1,0.385,1.5,3.3,0.468,0.529,2.4,2.6,0.9,0.4,1.7,2.1,3.8,0.4,0,1.5,1.2,10.2
21,Deni Avdija,SF,20,WAS,54,32,23.3,2.4,5.8,0.417,1,3.1,0.315,1.4,2.7,0.535,0.502,0.5,0.8,0.644,0.4,4.4,4.9,1.2,0.6,0.3,0.6,2.6,6.3
22,Deandre Ayton,C,22,PHO,69,69,30.7,6.2,10,0.626,0.1,0.3,0.2,6.2,9.7,0.639,0.629,1.9,2.5,0.769,3.3,7.2,10.5,1.4,0.6,1.2,1.5,2.8,14.4
23,Udoka Azubuike,C,21,UTA,14,0,3.9,0.3,0.6,0.444,0,0,,0.3,0.6,0.444,0.444,0.3,0.4,0.667,0.3,0.6,0.9,0,0.1,0.3,0.2,0.6,0.9
24,Dwayne Bacon,SG,25,ORL,71,49,25.7,4.1,10.1,0.402,0.8,2.9,0.286,3.2,7.2,0.448,0.443,2,2.4,0.826,0.4,2.6,3.1,1.3,0.6,0.1,0.6,1.4,11
25,Marvin Bagley III,PF,21,SAC,43,42,25.9,5.7,11.4,0.504,0.9,2.5,0.343,4.9,8.9,0.55,0.542,1.8,3.1,0.575,2.5,4.9,7.4,1,0.5,0.5,1.4,2.3,14.1
26,LaMelo Ball,PG,19,CHO,50,30,28.7,5.7,13,0.439,1.8,5.1,0.356,3.9,8,0.492,0.508,2.4,3.2,0.758,1.2,4.7,5.9,6.2,1.6,0.4,2.9,2.7,15.7
27,Lonzo Ball,PG,23,NOP,55,55,31.8,5.3,12.7,0.414,3.1,8.3,0.378,2.1,4.5,0.482,0.537,0.9,1.2,0.781,0.6,4.2,4.8,5.7,1.5,0.6,2.2,1.9,14.6
28,Mo Bamba,C,22,ORL,45,4,15.6,3.1,6.5,0.478,0.8,2.5,0.319,2.3,4,0.579,0.54,1,1.4,0.688,1.6,4.1,5.8,0.7,0.3,1.3,0.8,1.9,8
29,Desmond Bane,SG,22,MEM,67,17,22.2,3.4,7.4,0.469,1.7,4,0.429,1.7,3.4,0.516,0.585,0.6,0.7,0.816,0.5,2.7,3.1,1.7,0.6,0.2,0.9,1.9,9.2
30,Harrison Barnes,PF,28,SAC,58,58,36.2,5.5,11.1,0.497,1.7,4.4,0.391,3.8,6.7,0.567,0.575,3.4,4.1,0.83,1.1,5.5,6.6,3.5,0.7,0.2,1.6,1.3,16.1
31,RJ Barrett,SG,20,NYK,71,71,34.9,6.5,14.8,0.439,1.7,4.3,0.4,4.8,10.5,0.455,0.497,2.8,3.8,0.746,1,4.8,5.8,3,0.7,0.3,1.9,2.6,17.5
32,Will Barton,SF,30,DEN,56,52,31,4.6,10.9,0.426,1.8,4.6,0.381,2.9,6.3,0.459,0.507,1.7,2.2,0.785,0.7,3.3,4,3.2,0.9,0.4,1.7,1.7,12.7
33,Keita Bates-Diop,SF,25,SAS,29,0,8,0.9,2.1,0.426,0.2,0.6,0.294,0.7,1.5,0.477,0.467,0.4,0.7,0.65,0.2,1.3,1.5,0.4,0.4,0.2,0.2,0.4,2.4
34,Nicolas Batum,SF,32,LAC,67,38,27.4,2.9,6.1,0.464,1.6,4.1,0.404,1.2,2.1,0.579,0.597,0.7,0.9,0.828,0.7,4,4.7,2.2,1,0.6,0.8,1.5,8.1
35,Aron Baynes,C,34,TOR,52,31,18.3,2.5,5.6,0.44,0.5,1.9,0.245,2,3.8,0.538,0.481,0.5,0.8,0.718,1.6,3.4,5.1,0.9,0.3,0.4,0.9,2.3,6
36,Kent Bazemore,SF,31,GSW,66,17,19.8,2.7,5.9,0.45,1.1,2.8,0.41,1.5,3.2,0.486,0.546,0.8,1.2,0.684,0.4,3.1,3.5,1.6,1,0.5,1.2,2.3,7.3
37,Darius Bazley,PF,20,OKC,55,55,31.2,5,12.5,0.396,1.5,5.2,0.29,3.5,7.3,0.47,0.456,2.3,3.2,0.702,0.9,6.3,7.2,1.8,0.5,0.5,2.2,1.1,13.7
38,Bradley Beal,SG,27,WAS,59,59,35.8,11.2,23,0.489,2.2,6.1,0.351,9.1,16.8,0.539,0.535,6.8,7.7,0.889,1.2,3.5,4.7,4.4,1.2,0.4,3.1,2.3,31.4
39,Malik Beasley,SG,24,MIN,37,36,32.8,7.1,16.2,0.44,3.5,8.7,0.399,3.7,7.5,0.487,0.547,1.8,2.2,0.85,0.8,3.6,4.4,2.4,0.8,0.2,1.6,1.7,19.6
40,Jordan Bell,C,26,TOT,6,1,13.7,1.2,3.7,0.318,0,0.3,0,1.2,3.3,0.35,0.318,0.2,0.3,0.5,1.2,2.8,4,1.2,0.5,0.8,0.7,1.2,2.5
40,Jordan Bell,C,26,WAS,5,1,13.4,1.4,4,0.35,0,0.4,0,1.4,3.6,0.389,0.35,0,0,,1.2,2.6,3.8,1,0.6,0.6,0.6,1,2.8
40,Jordan Bell,F,26,GSW,1,0,15,0,2,0,0,0,,0,2,0,0,1,2,0.5,1,4,5,2,0,2,1,2,1
41,DeAndre' Bembry,SF,26,TOR,50,11,18.6,2.2,4.1,0.524,0.3,1,0.271,1.9,3.2,0.601,0.556,0.8,1.2,0.661,0.6,2.2,2.8,2.1,1,0.4,1.4,1.7,5.4
42,D?vis Bert?ns,PF,28,WAS,56,6,25.7,3.4,8.4,0.402,3,7.5,0.394,0.4,0.9,0.469,0.579,1.8,2.1,0.87,0.3,2.6,2.9,0.9,0.6,0.2,0.6,2.4,11.5
43,Patrick Beverley,PG,32,LAC,36,33,22.6,2.4,5.9,0.415,1.6,3.9,0.403,0.9,2,0.438,0.547,1,1.2,0.814,0.8,2.5,3.3,2,0.8,0.8,0.9,3,7.4
44,Saddiq Bey,SF,21,DET,69,52,27.1,3.9,9.7,0.406,2.5,6.4,0.384,1.5,3.3,0.449,0.534,1.7,2.1,0.845,0.6,3.9,4.5,1.3,0.7,0.2,0.8,1.6,12.1
45,Tyler Bey,SF,22,DAL,17,0,3.9,0.4,1.2,0.35,0.1,0.2,0.25,0.4,0.9,0.375,0.375,0.2,0.3,0.6,0.4,0.6,1,0.2,0,0.1,0.1,0.4,1.1
46,Khem Birch,C,28,TOT,66,21,22.5,2.7,5.5,0.496,0.2,0.7,0.265,2.5,4.8,0.532,0.514,1.3,1.9,0.701,2.6,3.1,5.7,1.3,0.7,0.8,0.7,1.7,7
46,Khem Birch,C,28,ORL,48,5,19.8,2,4.4,0.45,0.1,0.4,0.19,1.9,3.9,0.479,0.459,1.3,1.8,0.741,2.4,2.6,5.1,1.1,0.7,0.6,0.5,1.4,5.3
46,Khem Birch,C,28,TOR,18,16,29.8,4.8,8.7,0.558,0.5,1.6,0.321,4.3,7.1,0.609,0.587,1.4,2.3,0.619,2.9,4.3,7.2,1.8,0.8,1.2,1.1,2.4,11.6
47,Goga Bitadze,C,21,IND,44,3,12.5,1.8,4.3,0.429,0.5,1.8,0.26,1.4,2.5,0.545,0.481,1,1.4,0.738,1.3,2,3.3,0.8,0.2,1.4,0.4,2.1,5.2
48,Bismack Biyombo,C,28,CHO,65,36,20.7,2.2,3.7,0.585,0,0,0,2.2,3.7,0.588,0.585,0.7,1.6,0.448,2.1,3.2,5.3,1.2,0.3,1.1,1.1,2.2,5.1
49,Nemanja Bjelica,PF,32,TOT,36,2,15.5,2.3,5.1,0.443,0.6,2.2,0.291,1.6,2.9,0.558,0.505,1,1.4,0.735,0.8,2.6,3.4,1.8,0.4,0.1,0.9,1.8,6.1
49,Nemanja Bjelica,PF,32,SAC,26,1,16.9,2.7,5.8,0.46,0.7,2.2,0.293,2,3.5,0.565,0.517,1.2,1.6,0.762,0.9,2.9,3.8,1.9,0.3,0.1,1.1,1.8,7.2
49,Nemanja Bjelica,PF,32,MIA,10,1,11.8,1.2,3.3,0.364,0.6,2.1,0.286,0.6,1.2,0.5,0.455,0.4,0.7,0.571,0.3,1.8,2.1,1.4,0.5,0.2,0.3,1.7,3.4
50,Eric Bledsoe,SG,31,NOP,70,69,29.8,4.3,10.3,0.419,1.7,5,0.339,2.6,5.3,0.495,0.501,1.9,2.8,0.689,0.4,3,3.4,3.8,0.8,0.3,1.6,1.6,12.2
51,Keljin Blevins,SF,25,POR,17,0,4.4,0.3,1.2,0.25,0.1,0.5,0.25,0.2,0.7,0.25,0.3,0,0,,0.2,0.4,0.6,0.2,0.1,0,0.3,0.5,0.7
52,Bogdan Bogdanovi?,SG,28,ATL,44,27,29.7,6.1,12.8,0.473,3.3,7.6,0.438,2.8,5.3,0.522,0.602,0.9,1,0.909,0.5,3.2,3.6,3.3,1.1,0.3,1.2,2.3,16.4
53,Bojan Bogdanovi?,SF,31,UTA,71,71,30.8,5.6,12.8,0.441,2.5,6.4,0.39,3.1,6.4,0.491,0.538,3.2,3.6,0.876,0.5,3.3,3.9,1.9,0.6,0.1,1.7,1.6,17
54,Bol Bol,PF,21,DEN,31,2,4.9,0.8,1.7,0.462,0.3,0.7,0.391,0.5,0.9,0.517,0.548,0.3,0.5,0.643,0,0.7,0.7,0.2,0.1,0.3,0.4,0.5,2.1
55,Marques Bolden,C,22,CLE,6,0,4.8,0.2,0.5,0.333,0,0,,0.2,0.5,0.333,0.333,0.8,1.3,0.625,0.5,0.5,1,0,0.3,0.3,0.3,0,1.2
56,Jordan Bone,PG,23,ORL,14,0,14,1.6,3.9,0.426,0.7,2.3,0.313,0.9,1.6,0.591,0.519,0,0,,0.3,1.4,1.7,1.3,0.1,0,0.2,0.8,4
57,Isaac Bonga,SF,21,WAS,40,8,10.8,0.8,2,0.37,0.3,1.2,0.277,0.4,0.9,0.5,0.451,0.1,0.2,0.625,0.5,1.2,1.7,0.6,0.3,0.2,0.6,1.6,2
58,Devin Booker,SG,24,PHO,67,67,33.9,9.3,19.2,0.484,1.9,5.5,0.34,7.4,13.7,0.543,0.533,5.1,5.9,0.867,0.5,3.7,4.2,4.3,0.8,0.2,3.1,2.7,25.6
59,Chris Boucher,C,28,TOR,60,14,24.2,4.8,9.3,0.514,1.5,3.9,0.383,3.3,5.4,0.609,0.595,2.5,3.2,0.788,2,4.8,6.7,1.1,0.6,1.9,0.8,2.8,13.6
60,Brian Bowen,SF,22,IND,6,0,2.5,0.2,0.7,0.25,0,0.2,0,0.2,0.5,0.333,0.25,0.2,0.2,1,0,0.5,0.5,0,0,0,0,0.2,0.5
61,Avery Bradley,SG,30,TOT,27,6,22.3,2.4,6.3,0.374,1.2,3.7,0.327,1.1,2.6,0.443,0.471,0.4,0.6,0.8,0.3,1.8,2.1,1.7,0.8,0.1,1,2,6.4
61,Avery Bradley,SG,30,MIA,10,1,21.1,3.1,6.6,0.47,1.6,3.8,0.421,1.5,2.8,0.536,0.591,0.7,0.9,0.778,0.2,1.6,1.8,1.4,0.7,0.1,0.9,2.6,8.5
61,Avery Bradley,SG,30,HOU,17,5,23,1.9,6.2,0.314,1,3.7,0.27,0.9,2.5,0.381,0.395,0.3,0.4,0.833,0.4,1.9,2.3,1.9,0.8,0.1,1.1,1.7,5.2
62,Tony Bradley,C,23,TOT,41,8,16.3,3.1,4.7,0.661,0,0.1,0,3.1,4.6,0.672,0.661,0.9,1.3,0.691,2,3.6,5.7,0.9,0.4,0.7,0.8,1.5,7.1
62,Tony Bradley,C,23,PHI,20,8,14.4,2.6,3.8,0.68,0,0.1,0,2.6,3.7,0.689,0.68,0.4,0.6,0.636,2,3.3,5.2,0.9,0.3,0.7,0.3,1.4,5.5
62,Tony Bradley,C,23,OKC,21,0,18.2,3.6,5.6,0.65,0,0.1,0,3.6,5.5,0.661,0.65,1.5,2.1,0.705,2.1,4,6.1,0.9,0.4,0.7,1.3,1.6,8.7
63,Jarrell Brantley,PF,24,UTA,27,0,5,0.9,1.9,0.481,0.4,1,0.429,0.5,0.9,0.542,0.596,0.1,0.1,1,0.3,0.7,1,0.6,0.3,0.1,0.3,0.6,2.4
64,Ignas Brazdeikis,SF,22,TOT,12,0,17.9,2.7,6.2,0.432,0.8,1.9,0.391,1.9,4.3,0.451,0.493,0.8,1,0.75,0.9,2.2,3.1,1.1,0.3,0.3,0.8,1.6,6.8
64,Ignas Brazdeikis,SF,22,NYK,4,0,1.8,0,0.3,0,0,0,,0,0.3,0,0,0.5,0.5,1,0.3,0.3,0.5,0.3,0,0,0.3,0,0.5
64,Ignas Brazdeikis,SF,22,PHI,1,0,8,0,3,0,0,1,0,0,2,0,0,0,0,,0,2,2,0,0,0,0,0,0
64,Ignas Brazdeikis,SF,22,ORL,7,0,28.6,4.6,10,0.457,1.3,3.1,0.409,3.3,6.9,0.479,0.521,1,1.4,0.7,1.4,3.3,4.7,1.7,0.4,0.4,1.3,2.7,11.4
65,Mikal Bridges,SF,24,PHO,71,71,33,5.1,9.4,0.541,1.9,4.4,0.424,3.2,5,0.645,0.64,1.5,1.8,0.84,1.1,3.3,4.3,2.1,1.1,0.9,0.8,1.6,13.6
66,Miles Bridges,PF,22,CHO,65,18,29.1,4.7,9.3,0.508,1.8,4.3,0.406,3,5,0.598,0.603,1.5,1.7,0.864,1.2,4.8,6,2.3,0.7,0.7,1.6,2.2,12.7
67,Amida Brimah,C,26,IND,5,0,5.8,1,1.6,0.625,0,0,,1,1.6,0.625,0.625,0.6,0.6,1,0.4,1.2,1.6,0.2,0,1,0.8,0.8,2.6
68,Oshae Brissett,SF,22,IND,20,15,24.2,3.2,6.8,0.467,1.4,3.5,0.4,1.8,3.3,0.538,0.57,2.2,2.8,0.786,1.4,3.9,5.3,0.8,1,1,0.5,1.5,9.9
69,Malcolm Brogdon,PG,28,IND,56,56,34.5,7.9,17.5,0.453,2.6,6.7,0.388,5.3,10.8,0.493,0.527,2.7,3.2,0.864,1,4.2,5.3,5.9,0.9,0.3,2.1,2,21.2
70,Armoni Brooks,SG,22,HOU,19,5,25.6,3.8,9.1,0.416,2.8,7.3,0.388,0.9,1.8,0.529,0.572,0.4,0.6,0.583,0.5,2.8,3.4,1.6,0.5,0.3,1.1,1.6,10.8
71,Dillon Brooks,SF,25,MEM,66,66,29.8,6.5,15.4,0.419,1.9,5.6,0.345,4.5,9.8,0.461,0.481,2.3,2.8,0.819,0.8,2.1,2.9,2.3,1.2,0.4,1.8,3.5,17.2
72,Bruce Brown,PG,24,BRK,64,36,22.3,3.6,6.5,0.553,0.3,0.9,0.288,3.3,5.6,0.596,0.573,1.3,1.7,0.739,1.7,3.7,5.4,1.6,0.9,0.4,0.8,2.3,8.8
73,Charlie Brown,SG,23,OKC,8,1,15,1.4,4.1,0.333,0.6,2.1,0.294,0.8,2,0.375,0.409,0.8,0.8,1,0.1,1.6,1.8,0.9,0.5,0.1,0.6,2.1,4.1
74,Jaylen Brown,SG,24,BOS,58,58,34.5,9.3,19.2,0.484,2.8,7.1,0.397,6.5,12.1,0.536,0.558,3.3,4.3,0.764,1.2,4.8,6,3.4,1.2,0.6,2.7,2.9,24.7
75,Moses Brown,C,21,OKC,42,31,21,3.2,5.9,0.538,0,0,,3.2,5.9,0.538,0.538,1.9,3,0.619,3.5,5.2,8.7,0.2,0.7,1,1,2.2,8.2
76,Sterling Brown,SG,25,HOU,51,14,24.1,2.9,6.6,0.448,1.8,4.2,0.423,1.2,2.4,0.492,0.584,0.5,0.6,0.806,0.7,3.6,4.4,1.4,0.7,0.2,0.8,1.9,8.2
77,Troy Brown Jr.,SF,21,TOT,34,0,15.4,1.8,4.2,0.431,0.6,2.1,0.314,1.2,2.2,0.541,0.507,0.4,0.6,0.714,0.6,2.5,3.1,0.9,0.3,0.2,0.6,1.4,4.7
77,Troy Brown Jr.,SF,21,WAS,21,0,13.7,1.6,4.2,0.371,0.7,2.2,0.304,0.9,2,0.442,0.449,0.5,0.7,0.667,0.5,2.4,2.9,0.9,0.1,0.2,0.8,1.4,4.3
77,Troy Brown Jr.,SF,21,CHI,13,0,18.2,2.2,4.2,0.527,0.6,1.8,0.333,1.6,2.4,0.677,0.6,0.4,0.5,0.833,0.7,2.7,3.4,0.8,0.5,0.2,0.4,1.5,5.5
78,Jalen Brunson,PG,24,DAL,67,12,24.9,4.8,9.2,0.524,1.2,2.9,0.403,3.6,6.3,0.58,0.588,1.8,2.2,0.793,0.4,3,3.4,3.5,0.5,0,1.2,1.6,12.6
79,Thomas Bryant,C,23,WAS,10,10,27.1,5.9,9.1,0.648,0.9,2.1,0.429,5,7,0.714,0.698,1.6,2.4,0.667,1.8,4.3,6.1,1.5,0.4,0.8,1.1,3.1,14.3
80,Reggie Bullock,SF,29,NYK,64,63,29.9,3.8,8.6,0.438,2.5,6.1,0.407,1.3,2.5,0.516,0.582,0.8,0.9,0.909,0.3,3.2,3.4,1.5,0.8,0.2,0.7,2.3,10.8
81,Trey Burke,PG,28,DAL,61,1,14.8,2.5,5.7,0.43,1,2.7,0.358,1.5,3.1,0.492,0.513,0.8,0.9,0.895,0.2,0.7,0.9,1.3,0.6,0.1,0.5,1,6.7
82,Alec Burks,SG,29,NYK,48,5,25.6,4.3,10.2,0.416,2,5,0.406,2.2,5.2,0.426,0.515,2.1,2.5,0.856,0.4,4.2,4.6,2.2,0.6,0.3,1,2.1,12.6
83,Jimmy Butler,SF,31,MIA,52,52,33.6,7,14.2,0.497,0.5,2,0.245,6.6,12.2,0.538,0.514,6.9,8,0.863,1.8,5.1,6.9,7.1,2.1,0.3,2.1,1.4,21.5
84,Bruno Caboclo,PF,25,HOU,6,0,6,1.3,2.8,0.471,0,0.8,0,1.3,2,0.667,0.471,0.2,0.3,0.5,0.5,1.8,2.3,0.2,0,0.3,0.7,1,2.8
85,Devontae Cacok,PF,24,LAL,20,1,4.9,0.9,1.5,0.586,0,0,,0.9,1.5,0.586,0.586,0.3,0.6,0.455,0.6,1,1.6,0.1,0.3,0.2,0.3,0.4,2
86,Kentavious Caldwell-Pope,SG,27,LAL,66,66,28.4,3.2,7.5,0.43,1.8,4.3,0.411,1.5,3.2,0.455,0.548,1.5,1.7,0.866,0.4,2.3,2.7,1.8,0.9,0.4,1,1.7,9.7
87,Facundo Campazzo,PG,29,DEN,64,18,22,1.9,4.9,0.385,1.2,3.3,0.355,0.7,1.5,0.449,0.506,1.2,1.4,0.876,0.3,1.7,2.1,3.6,1.2,0.2,1.1,2,6.2
88,Vlatko ?an?ar,PF,23,DEN,40,1,6.6,0.8,1.7,0.463,0.2,0.8,0.29,0.6,0.9,0.611,0.53,0.3,0.3,0.769,0.3,0.9,1.2,0.4,0.3,0.1,0.4,0.4,2
89,Devin Cannady,PG,24,ORL,8,0,9.3,1.4,3.5,0.393,0.8,2,0.375,0.6,1.5,0.417,0.5,0.8,0.9,0.857,0,0.6,0.6,0.1,0.6,0.1,0.3,1.1,4.3
90,Clint Capela,C,26,ATL,63,63,30.1,6.6,11,0.594,0,0,,6.6,11,0.594,0.594,2.1,3.6,0.573,4.7,9.6,14.3,0.8,0.7,2,1.2,2.3,15.2
91,Vernon Carey Jr.,C,19,CHO,19,4,6.1,0.9,1.9,0.5,0.1,0.4,0.143,0.9,1.5,0.586,0.514,0.5,0.6,0.818,0.3,1.1,1.4,0.1,0.1,0.3,0.3,0.7,2.4
92,Jevon Carter,PG,25,PHO,59,0,11.4,1.4,3.4,0.423,0.9,2.5,0.379,0.5,0.9,0.536,0.56,0.1,0.1,0.571,0.2,1.2,1.4,1.1,0.4,0.2,0.2,0.9,3.9
93,Wendell Carter Jr.,C,21,TOT,54,44,25.5,4.3,8.5,0.503,0.3,0.9,0.294,4,7.5,0.53,0.52,2.4,3.3,0.732,2.4,5.8,8.2,1.9,0.6,0.8,1.4,2.7,11.2
93,Wendell Carter Jr.,C,21,CHI,32,25,24.8,4,7.9,0.512,0.3,0.7,0.364,3.8,7.2,0.526,0.528,2.6,3.5,0.739,2.2,5.6,7.8,2.2,0.6,0.8,1.5,3,10.9
93,Wendell Carter Jr.,C,21,ORL,22,19,26.5,4.6,9.3,0.493,0.3,1.3,0.241,4.3,8,0.534,0.51,2.2,3.1,0.721,2.8,6,8.8,1.6,0.8,0.8,1.3,2.3,11.7
94,Michael Carter-Williams,SG,29,ORL,31,25,25.8,3.4,8.7,0.389,0.5,2,0.246,2.9,6.7,0.431,0.417,1.6,2.6,0.613,1.3,3.2,4.5,4.2,0.8,0.5,2.2,2.6,8.8
95,Alex Caruso,PG,26,LAL,57,6,21,2.3,5.2,0.434,0.9,2.3,0.406,1.3,2.9,0.457,0.525,0.9,1.3,0.645,0.5,2.4,2.9,2.7,1.1,0.2,1.3,1.9,6.3
96,Willie Cauley-Stein,C,27,DAL,52,16,17.3,2.2,3.5,0.635,0,0.2,0.091,2.2,3.3,0.671,0.638,0.9,1.5,0.628,1.3,3.3,4.5,0.7,0.4,0.8,0.5,2.4,5.4
97,Chris Chiozza,PG,25,BRK,22,1,10.5,1.4,4,0.352,0.6,1.9,0.31,0.8,2.1,0.391,0.426,0.6,0.8,0.765,0.1,1,1.1,3,0.3,0.3,0.7,0.9,4
98,Marquese Chriss,PF,23,GSW,2,0,13.5,2.5,7,0.357,0.5,2.5,0.2,2,4.5,0.444,0.393,1,2,0.5,1.5,5,6.5,1,0,1,1,1.5,6.5
99,Gary Clark,SF,26,TOT,38,11,17,1.1,3.4,0.305,0.8,2.8,0.287,0.2,0.6,0.391,0.424,0.2,0.3,0.8,0.9,2.1,3,0.8,0.3,0.2,0.4,0.9,3.1
99,Gary Clark,SF,26,ORL,35,11,18.2,1.1,3.7,0.305,0.9,3.1,0.287,0.3,0.7,0.391,0.424,0.2,0.3,0.8,0.9,2.3,3.2,0.9,0.3,0.2,0.5,1,3.4
99,Gary Clark,SF,26,DEN,2,0,2,0,0,,0,0,,0,0,,,0,0,,0,0.5,0.5,0,0,0,0,0,0
99,Gary Clark,F,26,PHI,1,0,4,0,0,,0,0,,0,0,,,0,0,,0,1,1,1,1,0,0,1,0
