year,class_1,class_2,case_num,less_500,over_500,over_1000,over_1500,over_2000,over_3000,over_max,avg_ex
2018,거주국,베트남,-1,13.6,36.1,27.7,12.1,6.6,3.7,0.3,1204.4
2018,거주국,몽골,-1,10.4,21.5,17.7,13.5,16.4,19.9,0.5,2069.6
2018,거주국,기타,-1,21.4,29.7,17.4,12.8,10.1,8.4,0.2,1352.1
2018,성별,남성,-1,21,32.6,19.3,9.8,8.5,7.9,0.8,1300.7
2018,성별,여성,-1,15.8,36.6,19.7,10.8,7.7,8.6,0.7,1374.1
2018,연령,15~20세,-1,17.8,38.7,17.9,10.7,9,5.8,0.2,1193
2018,연령,21~30세,-1,16,35.9,20.4,9.7,8.1,9.2,0.7,1390
2018,연령,31~40세,-1,16.9,30.9,19.8,12,8.6,10.9,0.9,1502.1
2018,연령,41~50세,-1,20.6,34.3,18.8,10.1,7.6,7.3,1.2,1269.3
2018,연령,51~60세,-1,18.9,35.9,20.1,10.5,7.9,6,0.7,1224.6
2018,연령,61세 이상,-1,26.3,41.9,13.9,6.7,5.6,5.1,0.5,1066.9
2018,방한목적,여가/위락/휴식,-1,16,36.6,20.3,10.3,7.8,8.1,0.8,1345.5
2018,방한목적,사업/전문 활동,-1,27.9,29.3,16.4,10.3,7.9,7.7,0.5,1248.8
2018,방한목적,교육,-1,11.4,22.7,18.5,12.6,15.1,18.4,1.3,1893.7
2018,방한목적,종교 순례,-1,36.1,44,10.4,4.5,4.7,0.4,-1,778.8
2018,방한목적,기타,-1,25.7,22.4,9.8,14.2,11.9,16,-1,1603.7
2018,여행형태,개별여행,-1,20.7,32.4,18,10.3,8.2,9.5,0.9,1375
2018,여행형태,단체여행,-1,8.1,35.2,29.4,13.2,9.4,4.3,0.4,1317.1
2018,여행형태,Air-tel Tour,-1,6.7,60.5,19.1,6.9,3.9,3,-1,1047.3
2018,방한횟수,1회,-1,17.3,38.1,21.2,9.7,7.4,5.9,0.4,1217.7
2018,방한횟수,2회,-1,16.9,35.9,20.4,10.8,8.1,7.4,0.6,1312
2018,방한횟수,3회,-1,17.1,33,17.6,11,9.8,10.7,0.8,1438.2
2018,방한횟수,4회 이상,-1,20.2,30.2,17.3,10.9,8.3,11.7,1.4,1509.1
2019,전체,소계,-1,16.8,38.6,20.3,9.5,7.7,6.6,0.5,1239.2
2019,월별,1월,-1,17.4,37.2,24.1,8.8,6.9,4.3,1.4,1158.9
2019,월별,2월,-1,15.1,37.6,19.1,9.6,9,8.3,1.3,1382.7
2019,월별,3월,-1,16.7,41.6,19.2,7.1,7.2,7.5,0.6,1254.7
2019,월별,4월,-1,16.1,38.5,21.8,11,7.6,4.7,0.4,1177.7
2019,월별,5월,-1,18.3,38.9,20.9,8.6,6.6,5.9,0.9,1170.7
2019,월별,6월,-1,17.7,40,19.8,9,8.6,4.9,-1,1188.8
2019,월별,7월,-1,17.2,37.5,19.1,9.2,8.2,8,0.7,1309
2019,월별,8월,-1,19.3,39.4,21.2,7.3,5.6,7.1,-1,1191.4
2019,월별,9월,-1,15.8,37.5,17.5,12.2,8,8.8,0.2,1326.5
2019,월별,10월,-1,15.3,38.5,22.1,11.5,6.2,6.4,0.1,1228.5
2019,월별,11월,-1,17.1,37.3,18.5,9.9,9.4,7.3,0.5,1261
2019,월별,12월,-1,15.7,38.6,20.4,10,9,6.2,0.1,1235.8
2019,거주국,일본,-1,28,53.9,12.7,3,1.1,1,0.3,758.9
2019,거주국,중국,-1,9.3,28.5,23,13.3,12.3,12.8,0.7,1632.6
2019,거주국,홍콩,-1,14.2,43.5,25.7,8.9,5.6,1.9,0.1,1052.9
2019,거주국,싱가포르,-1,13.2,31.9,27.9,16.3,6.9,3.6,0.2,1217.8
2019,거주국,대만,-1,12.1,46.7,26.8,8.7,3.8,1.7,0.3,1034.8
2019,거주국,태국,-1,16.3,53.3,18.9,6.2,3.4,1.7,0.2,945.3
2019,거주국,말레이시아,-1,24.1,43.2,19.7,6.1,4.7,2.2,-1,946.7
2019,거주국,호주,-1,27,31.2,21.4,5.5,8.5,5.7,0.6,1128.2
2019,거주국,미국,-1,23.2,35.5,17.5,9.4,8.6,5.5,0.2,1148.6
2019,거주국,캐나다,-1,34,34.3,14.8,7.1,6.9,2.6,0.3,897.4
2019,거주국,영국,-1,19.5,37.2,20.6,10.3,7.6,3.7,1.2,1132.8
2019,거주국,독일,-1,16,38.5,20,13.1,5.9,6.5,-1,1230
2019,거주국,프랑스,-1,18.8,30.4,22.4,11.3,11,6.1,-1,1279.3
2019,거주국,러시아,-1,26.5,40.2,14.1,6.9,5.9,5.7,0.7,1120.2
2019,거주국,중동전체,-1,16.8,26.5,15.5,11.2,14.1,14.5,1.2,1696.5
2019,거주국,중앙아시아,-1,19.7,26.9,16.7,10.9,11.5,13.2,1.1,1581.7
2019,거주국,GCC,-1,8.9,15.2,12.2,13.3,17.2,31.5,1.7,2558.8
2019,거주국,기타중동,-1,14,33.4,14.5,10.8,19.7,6.4,1.2,1429.6
2019,거주국,인도,-1,14.1,33.4,13,11.4,13.6,14.1,0.4,1633.2
2019,거주국,필리핀,-1,30,47.5,15.4,2.8,3,0.8,0.6,807.5
2019,거주국,인도네시아,-1,17.9,29.8,26.9,13,7.9,4.3,0.1,1233.2
2019,거주국,베트남,-1,12.7,39.2,19.9,14,8.8,5.2,0.3,1275.6
2019,거주국,몽골,-1,14.3,24.8,18.7,11.2,17.5,11.4,2.2,1616
2019,거주국,기타,-1,14.1,37.3,24.2,11.8,7.9,4.6,0.2,1259.6
2019,성별,남성,-1,19.2,37.7,19.8,8.8,8,5.9,0.5,1198.9
2019,성별,여성,-1,15.1,39.2,20.6,10,7.4,7.1,0.4,1267.3
2019,연령,15~20세,-1,20,40.8,17.9,8.2,5.8,6.5,0.7,1152.6
2019,연령,21~30세,-1,16.2,40.6,19.8,8.7,7.6,6.8,0.3,1232.6
2019,연령,31~40세,-1,14.2,34.5,21.2,11.2,8.9,9.4,0.5,1395.9
2019,연령,41~50세,-1,17.7,37.6,21.2,9.5,7.9,5.4,0.6,1216
2019,연령,51~60세,-1,18.7,39.6,19.9,9.4,7.1,4.5,0.7,1139.5
2019,연령,61세 이상,-1,20.5,42.7,18.8,8.7,5.4,3.7,0.3,1040.6
2019,방한목적,여가/위락/휴식,-1,14,40.7,21.4,9.8,7.4,6.4,0.4,1243.1
2019,방한목적,친구/친지방문,-1,26.1,36,16.4,8.8,6.7,5.2,0.9,1105.2
2019,방한목적,사업/전문 활동,-1,21.7,35.1,18.5,9.2,7.8,7,0.5,1230.8
2019,방한목적,교육,-1,9.6,22.6,22.4,10.9,18.1,16.4,-1,1775.3
2019,방한목적,종교 순례,-1,26.1,43.3,10.7,4.6,13.6,1.6,-1,995.2
2019,방한목적,기타,-1,39.4,20.6,13.4,5.3,8.6,10.9,1.7,1374.6
2019,여행형태,개별여행,-1,19.3,35.9,19,9.6,8.3,7.3,0.6,1259.2
2019,여행형태,단체여행,-1,9.9,42.1,26.2,10.6,5.9,5.2,0.1,1226.6
2019,여행형태,Air-tel Tour,-1,5.2,58.4,21.8,6.8,4.6,2.9,0.3,1066.1
2019,방한횟수,1회,-1,16.1,40.9,21.5,8.7,7.6,4.8,0.3,1170.3
2019,방한횟수,2회,-1,16.4,40.3,20.2,9.5,7.3,6.1,0.2,1201.6
2019,방한횟수,3회,-1,15.9,35,19.8,11.7,8.8,8.1,0.7,1317.9
2019,방한횟수,4회 이상,-1,18.2,35.8,18.8,9.9,7.5,8.9,0.8,1328.3
